title,url,image_url,price,image_hash,company
Samsung Galaxy Buds+ (Blue),https://www.amazon.ca/Samsung-SM-R175NZBAXAC-Galaxy-Buds-Blue/dp/B084QBL15M?dchild=1,https://m.media-amazon.com/images/I/61pRAMa+dzL._AC_UL320_.jpg,159.72,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]",Amazon
"Mony Remanufactured HP 63 XL 63XL Ink Cartridges (1 Black, 1 Tri-Clour, 2-Pack) Replacement for HP Envy 4520 4512 Deskjet 2132 3632 3630 1112 2130 Officejet 4650 3830 4655 Printer, Ink Level Display",https://www.amazon.ca/Mony-Remanufactured-Cartridges-Tri-Clour-Replacement/dp/B07B7L6BZV?dchild=1,https://m.media-amazon.com/images/I/71a35iOmJXL._AC_UL320_.jpg,50.99,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1]",Amazon
Logitech C920x Pro HD Webcam,https://www.amazon.ca/Logitech-C920x-Pro-HD-Webcam/dp/B085TFF7M1?dchild=1,https://m.media-amazon.com/images/I/71iNwni9TsL._AC_UL320_.jpg,98.41,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",Amazon
"Byron Statics Vinyl Record Player, 3 Speed Turntable Bluetooth Record Player with 2 Built in Stereo Speakers, Replacement Needle, Supports RCA Line Out, AUX in, Portable Vintage Suitcase (Black)",https://www.amazon.ca/Byron-Statics-Bluetooth-Turntables-Replacement/dp/B082HCF1CQ?dchild=1,https://m.media-amazon.com/images/I/61ycJ5CZgvL._AC_UL320_.jpg,70.0,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",Amazon
"Philips 6 Outlet Wall Charger, Resettable Circuit Breaker, Grounded, Multi Outlet, Side Access, Space Saving Design, Wall Tap, White, SPS1460WA/37",https://www.amazon.ca/Philips-Resistant-Protected-SPS1461WA-37/dp/B07C4D9RHP?dchild=1,https://m.media-amazon.com/images/I/913tcJ87T9L._AC_UL320_.jpg,13.9,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",Amazon
Spigen Ultra Hybrid Works with Apple iPhone 12 Pro Max Case (2020) - Crystal Clear,https://www.amazon.ca/Spigen-Ultra-Hybrid-Works-iPhone/dp/B08BG9CYFL?dchild=1,https://m.media-amazon.com/images/I/61ALAXKoXML._AC_UL320_.jpg,12.99,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]",Amazon
Facebook Portal TV Smart Video Calling on Your TV with Alexa Black,https://www.amazon.ca/Facebook-Portal-Smart-Video-Calling/dp/B07XZZHDQR?dchild=1,https://m.media-amazon.com/images/I/71yU+r86OLL._AC_UL320_.jpg,199.0,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",Amazon
"LG 27UL850-W 27 Inch 4K UHD LED IPS Monitor with HDR 10 and USB Type-C Connectivity, White",https://www.amazon.ca/LG-27UL850-W-Monitor-Type-C-Connectivity/dp/B07MKT1W65?dchild=1,https://m.media-amazon.com/images/I/71UObtiICuL._AC_UL320_.jpg,668.18,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",Amazon
"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, AMD Ryzen 5 3500U, Vega 8 Graphics, 8GB DDR4, 256GB SSD, Backlit Keyboard, Windows 10 Home, A515-43-R5RE, Silver",https://www.amazon.ca/Acer-Display-Graphics-Keyboard-A515-43-R5RE/dp/B07Z1165XY?dchild=1,https://m.media-amazon.com/images/I/71vvXGmdKWL._AC_UL320_.jpg,666.73,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",Amazon
"Wireless Digital Microscope, Skybasic 50X to 1000X WiFi Handheld Zoom Magnification Endoscope Camera Magnifier 1080P FHD 2.0 MP 8 LED Compatible with Android and iOS Smartphone or Tablet, Windows Mac",https://www.amazon.ca/Skybasic-Microscope-50X-1000X-Endoscope-Smartphone/dp/B07DVFBVPF?dchild=1,https://m.media-amazon.com/images/I/61SCVuwaRGL._AC_UL320_.jpg,49.99,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]",Amazon
"USB C Hub Adapter,Vilcome 8-in-1 USB C Adapter with 4K USB C to HDMI,SD/TF Card Reader and Ethernet,3 USB 3.0 Ports,87W Power Delivery,for MacBook Pro, iPad Pro 2019, Pixelbook, XPS, and More",https://www.amazon.ca/Adapter-Vilcome-Ethernet-Delivery-Pixelbook/dp/B07YHJV74T?dchild=1,https://m.media-amazon.com/images/I/61eIs6LGAcL._AC_UL320_.jpg,37.99,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]",Amazon
Samsung Galaxy Buds - Black,https://www.amazon.ca/Samsung-SMR170NZKAXAC-Galaxy-Buds-Black/dp/B07NPSJ25M?dchild=1,https://m.media-amazon.com/images/I/71z00UwQ9DL._AC_UL320_.jpg,159.86,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1]",Amazon
"Tripod, 55 Inch Camera Tripod with Universal Smartphone Holder, Lightweight Aluminum Travel Tripod with Carry Bag, Maximum Load Capacity 6.6 LB, for Rangefinder, Digital Camera, Phone - MLT01",https://www.amazon.ca/Universal-Smartphone-Lightweight-Aluminum-Rangefinder/dp/B07PQFRF9W?dchild=1,https://m.media-amazon.com/images/I/61wFQiRgIEL._AC_UL320_.jpg,33.97,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]",Amazon
"LK [2 Pack] Case for Apple Watch 44mm Series 6/5/4/SE,(Model No. LK-44MM) Built-in Tempered Glass Screen Protector, Hard PC Protector Cover for iWatch 44mm - Clear",https://www.amazon.ca/LK-Apple-Watch-44mm-Protector/dp/B0878V7TKY?dchild=1,https://m.media-amazon.com/images/I/71qBuocMX6L._AC_UL320_.jpg,15.99,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",Amazon
"Garmin Vivoactive 3 Smartwatch, Black & Gunmetal, 010-01769-10",https://www.amazon.ca/Garmin-Vivoactive-Smartwatch-Gunmetal-010-01769-10/dp/B0751HV9QT?dchild=1,https://m.media-amazon.com/images/I/617nz0iX03L._AC_UL320_.jpg,199.99,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",Amazon
"Logitech MX Vertical Wireless Mouse – Rechargeable, Graphite",https://www.amazon.ca/Logitech-Vertical-Computer-Graphite-910-005447/dp/B07FNJB8TT?dchild=1,https://m.media-amazon.com/images/I/61Icm0c2uFL._AC_UL320_.jpg,120.26,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Amazon
"Samsung 55"" LS03T The Frame 4K ULtra HD HDR Smart QLED TV (QN55LS03TAFXZC) [Canada Version]",https://www.amazon.ca/Samsung-LS03T-QN55LS03TAFXZC-Canada-Version/dp/B084ZSQ8ZC?dchild=1,https://m.media-amazon.com/images/I/81c4F8WyNxL._AC_UL320_.jpg,1798.0,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",Amazon
"Power-7 USB Wall Charger, 2-Pack 2.1A/5V Dual Port USB Plug Power Adapter Charging Block Cube Compatible with iPhone 11/Xs Max/XR/X, 8/7/6S/6 Plus/5S, Samsung, LG, Moto, Kindle, Android Phones",https://www.amazon.ca/Power-7-Charger-Adapter-Charging-Compatible/dp/B082XPSDFL?dchild=1,https://m.media-amazon.com/images/I/513U4w2pTML._AC_UL320_.jpg,14.99,"[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",Amazon
CableGeeker Cat 6 Ethernet Cable 25ft White (at a Cat5e Price but Higher Bandwidth) Flat Internet Network Cables - Cat6 Ethernet Patch Cable - Computer LAN Cable Short with Snagless RJ45 Connectors,https://www.amazon.ca/Ethernet-Higher-Bandwidth-Internet-Network/dp/B017P34XUC?dchild=1,https://m.media-amazon.com/images/I/61gX-HOV96L._AC_UL320_.jpg,15.95,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",Amazon
UBIQUITI UAP-AC-LITE Unifi AP AC LITE Wireless Access Point,https://www.amazon.ca/UBIQUITI-UAP-AC-LITE-Unifi-Wireless-Access/dp/B01DRM6MLI?dchild=1,https://m.media-amazon.com/images/I/51COVsznfmL._AC_UL320_.jpg,102.99,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0]",Amazon
"Duracell - CopperTop D Alkaline Batteries with recloseable package - long lasting, all-purpose D battery for household and business - 8 count",https://www.amazon.ca/Duracell-CopperTop-Batteries-recloseable-all-purpose/dp/B00164H4AI?dchild=1,https://m.media-amazon.com/images/I/71Wzavl+t+L._AC_UL320_.jpg,14.59,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Amazon
MSI GeForce GTX 1660 Ventus XS 6G OC Graphics Cards GeForce GTX 1660 Ventus XS 6G OC,https://www.amazon.ca/GeForce-GTX-1660-XS-6G/dp/B07PBLDV3D?dchild=1,https://m.media-amazon.com/images/I/81gN7myaekL._AC_UL320_.jpg,339.63,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]",Amazon
Gigabyte B450M DS3H (AMD Ryzen AM4/Micro ATX/M.2/HMDI/DVI/USB 3.1/DDR4/Motherboard),https://www.amazon.ca/GIGABYTE-B450M-DS3H-Ryzen-Motherboard/dp/B07FWVJSHC?dchild=1,https://m.media-amazon.com/images/I/91Rx29tuyAL._AC_UL320_.jpg,79.99,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",Amazon
"PERLESMITH Universal TV Stand Table Top TV Base for 37 to 70 inch LCD LED OLED 4K Plasma Flat Screen TVs - Height Adjustable TV Mount Stand with Tempered Glass Base, VESA 600x400mm, Holds up to 99lbs",https://www.amazon.ca/PERLESMITH-Universal-Stand-Plasma-Screen/dp/B07XDJ5KTZ?dchild=1,https://m.media-amazon.com/images/I/71V6tW-CGQL._AC_UL320_.jpg,56.99,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]",Amazon
"Samsung T7 Portable SSD - MU-PC500T/AM - USB 3.2 (Gen2, 10Gbps) External SSD - 500GB - Grey",https://www.amazon.ca/Samsung-T7-Portable-SSD-MU-PC500T/dp/B0874YS2N7?dchild=1,https://m.media-amazon.com/images/I/A1sHjPpz6fL._AC_UL320_.jpg,139.04,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0]",Amazon
"CHOETECH Wireless Charger (2 Pack),Qi-Certified 10W Max Fast Wireless Charging Pad Stand Bundle Compatible iPhone 12/12 Pro/12 Pro Max/12 mini/SE 2020/11 Pro/XS Max/X,Galaxy S20+/Note 10, AirPods Pro",https://www.amazon.ca/CHOETECH-Wireless-Qi-Certified-Charging-Compatible/dp/B085LBL7VJ?dchild=1,https://m.media-amazon.com/images/I/61uMKMu6IQL._AC_UL320_.jpg,36.99,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",Amazon
"Wireless Earbuds, Bluetooth 5.0 Headphones Hi-Fi Stereo Bluetooth Earbuds Half in-Ear Touch Control True Wireless Earbuds with Buit-in Mic Headset Super Long Playtime with Charging Case Waterproof for Work/Travel/Gym",https://www.amazon.ca/Wireless-Bluetooth-Headphones-Playtime-Waterproof/dp/B08L8Q8RCN?dchild=1,https://m.media-amazon.com/images/I/61C5IRPB-KL._AC_UL320_.jpg,24.99,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0]",Amazon
Samsung MB-MC64GA/APC U3 MicroSDXC 64GB Evo+ Memory Card with Adapter,https://www.amazon.ca/Samsung-MB-MC64GA-APC-MicroSDXC-Adapter/dp/B07349L1WS?dchild=1,https://m.media-amazon.com/images/I/51yumn+Gg0L._AC_UL320_.jpg,16.6,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",Amazon
"EICAUS 10” Ring Light with Stand and Phone Holder, Cell Phone Tripod with Ringlight for Live Streaming/Makeup/Photography, Compatible with Phones and Cameras(iphone11/iphone11 Pro Max/iPhone X)",https://www.amazon.ca/Ringlight-Streaming-Photography-Compatible-iphone11/dp/B085DMDN6T?dchild=1,https://m.media-amazon.com/images/I/51CFbFMENNL._AC_UL320_.jpg,45.99,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",Amazon
Cat 6 Ethernet Cable 100ft White (at a Cat5e Price but Higher Bandwidth) Flat Internet Network Cables - Cat6 Ethernet Patch Cable - Cat6 Computer LAN Cable with Snagless RJ45 Connectors,https://www.amazon.ca/Ethernet-Higher-Bandwidth-Internet-Network/dp/B017P34W6C?dchild=1,https://m.media-amazon.com/images/I/71iyVjLNSNL._AC_UL320_.jpg,34.95,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]",Amazon
"Full Motion TV Monitor Wall Mount Bracket Articulating Arms Swivels Tilts Extension Rotation for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Monitors, Max VESA 200x200mm up to 44lbs by Pipishell",https://www.amazon.ca/Articulating-Extension-Rotation-200x200mm-Pipishell/dp/B07SHFPD8S?dchild=1,https://m.media-amazon.com/images/I/71zPlLF3w-L._AC_UL320_.jpg,25.96,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",Amazon
"UMIDIGI Smart Watch, Fitness Tracker with Heart Rate Monitor, Activity Tracker for Android Phone, 5ATM Waterproof Pedometer Smartwatch with Sleep Monitor, Step Counter for Women and Men-Uwatch3",https://www.amazon.ca/UMIDIGI-Waterproof-Pedometer-Smartwatch-Men-Uwatch3/dp/B083BGSSD2?dchild=1,https://m.media-amazon.com/images/I/611O4tPTdgL._AC_UL320_.jpg,35.09,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]",Amazon
"Wireless Earbuds TaoTronics SoundLiberty 95 True Wireless Earbuds Bluetooth 5.0 with aptX Codec Hi-Fi Audio, Deep Bass, Dual CVC 8.0 Noise Cancellation Mic for Clear Calls, USB-C Charging Case",https://www.amazon.ca/Wireless-TaoTronics-SoundLiberty-Bluetooth-Cancellation/dp/B08K778R4W?dchild=1,https://m.media-amazon.com/images/I/71BOqHZpZqL._AC_UL320_.jpg,64.99,"[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]",Amazon
"ASUS ZenBook 15 Laptop, 15.6” UHD 4K NanoEdge Display, Intel Core i7-10510U, GeForce GTX 1650, 16GB, 512GB PCIe SSD, ScreenPad 2.0, Amazon Alexa Compatible, Windows 10, Icicle Silver, UX534FTC-AS77",https://www.amazon.ca/NanoEdge-i7-10510U-ScreenPad-Compatible-UX534FTC-AS77/dp/B0869JVMLY?dchild=1,https://m.media-amazon.com/images/I/81W7WT+OmsL._AC_UL320_.jpg,1578.0,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",Amazon
Samsung Galaxy A71,https://www.amazon.ca/Samsung-SM-A715FZKUPHN-Galaxy-A71/dp/B084GBC1KH?dchild=1,https://m.media-amazon.com/images/I/61G9VC33fsL._AC_UL320_.jpg,475.49,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",Amazon
"Seneo 3 in 1 Wireless Charger, Wireless Charging Pad for AirPods Pro/2, Charging Station for iWatch 5/4/3/2, 7.5W Qi Fast Charge for iPhone 11/11 Pro Max/SE 2/XR/XS/X/8/8P(No Adapter/iWatch Cable)",https://www.amazon.ca/Seneo-Wireless-Charger-Charging-AirPods/dp/B087TVDZ8G?dchild=1,https://m.media-amazon.com/images/I/71oK-TNgjFL._AC_UL320_.jpg,39.99,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",Amazon
"JETech Case for iPad 8/7 (10.2-Inch, 2020/2019 Model, 8th / 7th Generation), Auto Wake/Sleep Cover, Black",https://www.amazon.ca/JETech-Apple-10-2-Inch-Model-Generation/dp/B07QPV9Z7X?dchild=1,https://m.media-amazon.com/images/I/61jTEXMxyLL._AC_UL320_.jpg,15.99,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Amazon
